LAT	LON	CODE	Synch_CHANGE	ColSD
44.57	-121.27	or089	0.047029827	#C9ECF4
46.87	-87.9	mi020	0.047043989	#C9ECF4
67.07	15.45	norw005	0.047048065	#C9ECF4
40.48	23.58	gree006	0.047077877	#C9ECF4
36.45	32.52	turk023	0.04717177	#C9ECF4
68.8	163.05	russ107w	0.047172848	#C9ECF4
36.03	74.58	paki001	0.04717306	#C9ECF4
38.8	-106.23	co618	0.047198098	#C9ECF4
33.33	-105.67	nm570	0.047200081	#C9ECF4
21.68	-99.78	mexi036	0.047201657	#C9ECF4
39.83	-108.2	co595	0.047218195	#C9ECF4
50.67	7.03	germ169	0.047220832	#C9ECF4
64.48	-146.97	ak125	0.047220865	#C9ECF4
-41.83	-71.78	arge090	0.047222193	#C9ECF4
37.4	-121.78	ca645	0.047229814	#C9ECF4
60.27	-134.18	cana371	0.047229966	#C9ECF4
39.02	-105.37	co639	0.047243922	#C9ECF4
72	102	russ221	0.047248015	#C9ECF4
23.33	-105.6	mexi008	0.047290893	#C9ECF4
63.43	43.55	russ045w	0.047305224	#C9ECF4
40.78	-3.8	spai037	0.047306338	#C9ECF4
58.67	-124.67	cana088	0.047328712	#C9ECF4
36.62	-118.8	ca562	0.047351724	#C9ECF4
-39.55	-71.04	arge117	0.047364586	#C9ECF4
36.08	-93.3	ar055	0.047388536	#C9ECF4
35.5	74.75	paki033	0.047399402	#C9ECF4
60.45	14.73	swed312	0.047410118	#C9ECF4
58.62	-93.8	cana270	0.047416149	#C9ECF4
59.62	-139.2	ak092	0.047425798	#C9ECF4
62.82	14.8	swed008	0.047428655	#C9ECF4
43.32	-121.75	or052	0.047449642	#C9ECF4
68.03	-149.68	ak085	0.047453578	#C9ECF4
-37.07	-70.6	arge021	0.047455547	#C9ECF4
47.45	25.47	roma006	0.047463569	#C9ECF4
34.1	-97.67	ok025	0.047486963	#C9ECF4
54.2	90.83	russ215	0.047494435	#C9ECF4
36.07	-121.57	ca598	0.047498742	#C9ECF4
-42.73	-71.97	arge093	0.04750347	#C9ECF4
44.1	-71.38	nh003	0.047527006	#C9ECF4
41.32	-79.22	pa006	0.047547309	#C9ECF4
45.77	14.28	slov002	0.047562206	#C9ECF4
39.52	-120.55	ca631	0.047614089	#C9ECF4
49.03	-97.2	cana178	0.047636694	#C9ECF4
62.93	76.38	russ155w	0.047648049	#C9ECF4
49.2	-95.35	cana257	0.04767495	#C9ECF4
-39.22	-71.17	arge123	0.047688182	#C9ECF4
27.33	99.3	chin027	0.047689192	#C9ECF4
40.05	-105.43	co551	0.047691094	#C9ECF4
41.77	-74.18	ny029	0.047728272	#C9ECF4
31.12	97.03	chin047	0.047743807	#C9ECF4
37.53	-89.43	il006	0.047746021	#C9ECF4
36.22	-84.08	tn008	0.047764126	#C9ECF4
47.18	-95.23	mn019	0.047770259	#C9ECF4
49.83	-97.2	cana192	0.047784237	#C9ECF4
45.17	-78.75	cana034	0.04778854	#C9ECF4
49.33	-114.38	cana418	0.047800584	#C9ECF4
27.45	90.7	bt012	0.047839088	#C9ECF4
-40.67	-71.25	arge050	0.047847135	#C9ECF4
58.53	-93.47	cana276	0.047860559	#C9ECF4
41.5	-121.17	ca525	0.04786978	#C9ECF4
42.62	-91.57	ia014	0.047886452	#C9ECF4
29.3	82.02	nepa024	0.047929015	#C9ECF4
47.02	7.48	swit151w	0.047937034	#C9ECF4
-38.62	-71.6	chil019	0.047938035	#C9ECF4
39.84	-122.61	ca661	0.047957188	#C9ECF4
48.03	8.35	germ050w	0.047959318	#C9ECF4
42.63	-72.98	ma001	0.047961948	#C9ECF4
32.7	-109.92	az558	0.047978601	#C9ECF4
33.05	-106.53	nm561	0.04798907	#C9ECF4
-43.25	171.75	newz046	0.04801307	#C9ECF4
67	27.25	finl063	0.048037663	#C9ECF4
38.65	-79.37	wv005	0.048068844	#C9ECF4
32.72	-106.37	nm553	0.048078374	#C9ECF4
46.17	7.19	swit333	0.048086494	#C9ECF4
10.18	76.87	indi025	0.048099189	#C9ECF4
33.55	-106.67	nm546	0.048100709	#C9ECF4
34.25	-94.17	ar064	0.048115189	#C9ECF4
49.23	2.57	fran007	0.048119324	#C9ECF4
57.22	-71.5	cana072	0.04813834	#C9ECF4
47.5153	8.6164	swit236	0.04816018	#C9ECF4
45.27	6.92	fran019	0.048162366	#C9ECF4
60.02	-136.87	cana362	0.048172258	#C9ECF4
49.68	-93.88	cana255	0.04819819	#C9ECF4
-41.25	-71.9	arge092	0.048226351	#C9ECF4
37.42	30.28	turk013	0.04822657	#C9ECF4
49.63	-116.45	cana402	0.048272218	#C9ECF4
-7.87	111.2	indo003	0.048276605	#C9ECF4
35.5	74.75	paki034	0.048290972	#C9ECF4
19.53	-97.88	mexi037	0.048299035	#C9ECF4
47.9	-97.02	nd009	0.048301075	#C9ECF4
37.5	-103.53	co567	0.048313979	#C9ECF4
49.9	-118.37	cana233	0.048322156	#C9ECF4
44.22	-71.4	nh002	0.04832332	#C9ECF4
55	160.5	russ209	0.048340812	#C9ECF4
43.83	-121.67	or071	0.048376161	#C9ECF4
41.5833	42.75	geor009	0.048391418	#C9ECF4
48.53	-65.92	cana316	0.048393645	#C9ECF4
33.25	-108.5	nm063	0.048397861	#C9ECF4
63.25	-147.78	ak035	0.048404527	#C9ECF4
38.02	-108.92	co626	0.04841632	#C9ECF4
42.98	-0.75	fran026	0.048420074	#C9ECF4
46.78	9.18	swit270	0.048443984	#C9ECF4
36.55	-118.82	ca585	0.048446354	#C9ECF4
48.92	12.62	germ059	0.048446899	#C9ECF4
59.96	-131.29	cana380	0.048455208	#C9ECF4
35.43	-110.2	az553	0.048467788	#C9ECF4
41.72	-120.75	ca517	0.04847154	#C9ECF4
35.15	-91.3	ar050	0.048480439	#C9ECF4
40.17	72.58	kyrg007	0.048488818	#C9ECF4
37.78	-77.1	va031	0.04848962	#C9ECF4
-43.08	171.58	newz053	0.048490953	#C9ECF4
61.77	28.77	finl1	0.048499049	#C9ECF4
39.6	-110.333	ut530	0.048502859	#C9ECF4
43.85	-97.05	sd015	0.048506243	#C9ECF4
66.67	82.33	russ071w	0.048510041	#C9ECF4
-37.87	-71.02	arge001	0.048517634	#C9ECF4
-41.15	-71.8	arge105	0.048577055	#C9ECF4
28.83	-97.18	tx039	0.048604057	#C9ECF4
64.92	42.5	russ060w	0.048612695	#C9ECF4
45.33	-121.67	or064	0.048616813	#C9ECF4
40.37	-105.67	co549	0.048639071	#C9ECF4
59.6	-139.37	ak9	0.048643949	#C9ECF4
19.58	-103.62	mexi021	0.048672455	#C9ECF4
42.04	-74.31	ny024	0.048676549	#C9ECF4
40.83	-78.02	pa015	0.048682225	#C9ECF4
32.42	-96.98	ok022	0.048691024	#C9ECF4
27.37	99.27	chin025	0.048700222	#C9ECF4
63.82	-144.8	ak122	0.048761724	#C9ECF4
49.73	-118.93	cana234	0.048789338	#C9ECF4
50.43	6.55	germ178	0.048796322	#C9ECF4
-39.1	-71.32	arge122	0.048802474	#C9ECF4
62.6	-114.13	cana290	0.048825324	#C9ECF4
44.15	-121.83	or087	0.048833944	#C9ECF4
42.19	-73.98	ny030	0.048838488	#C9ECF4
50.57	-118.57	cana231	0.048841495	#C9ECF4
62.93	31.38	finl004	0.048850898	#C9ECF4
37.38	-80.5	va011	0.048867324	#C9ECF4
46.43	7.82	swit176w	0.048873935	#C9ECF4
46.6	-103.47	nd001	0.048886508	#C9ECF4
50.1514	106.3735	mong037	0.04889629	#C9ECF4
45.98	8.86	swit312	0.048919508	#C9ECF4
34.45	-97.03	ok	0.048943381	#C9ECF4
40.87	-4.2	spai021	0.048956976	#C9ECF4
35.92	-106.68	nm586	0.049054497	#C9ECF4
-54.9	-66.92	arge060	0.049072858	#C9ECF4
62.03	128.59	russ201	0.049093006	#C9ECF4
28.48	84.1	nepa008	0.049113781	#C9ECF4
65.6	50.63	russ041w	0.049144039	#C9ECF4
40.8	-4.03	spai002	0.049146979	#C9ECF4
64.77	32.33	russ183	0.04916657	#C9ECF4
40.08	22.42	gree005	0.049195642	#C9ECF4
59.65	-139.31	ak019	0.049195663	#C9ECF4
-43.47	147.28	ausl020	0.049198896	#C9ECF4
58.53	-93.47	cana274	0.049204144	#C9ECF4
-38.63	-70.75	arge115	0.049205235	#C9ECF4
41.39	-111.43	ut531	0.04923426	#C9ECF4
40.35	-2.13	spai009	0.049250371	#C9ECF4
34.88	-111.57	az509	0.049252859	#C9ECF4
34.17	-117.05	ca547	0.049259864	#C9ECF4
-41.15	147.88	ausl025	0.049289491	#C9ECF4
32.97	-5.07	morc019	0.049292332	#C9ECF4
40.62	-93.75	ia002	0.049292527	#C9ECF4
-37.68	-73.17	chil009	0.04930042	#C9ECF4
47.01	7.34	swit267	0.049309816	#C9ECF4
36.07	-93.32	ar056	0.049321562	#C9ECF4
35.67	-83.5	tn023	0.049326702	#C9ECF4
43.8	-71.83	nh005	0.049344289	#C9ECF4
38.4	-106.43	co624	0.049346567	#C9ECF4
51	85.63	russ129w	0.049353026	#C9ECF4
41.67	-120.98	ca676	0.049365417	#C9ECF4
-38.65	175.67	newz057	0.049393398	#C9ECF4
58	-94	cana324	0.049399882	#C9ECF4
35.52	-118.67	ca621	0.049406136	#C9ECF4
-43.08	170.98	newz039	0.049413224	#C9ECF4
60.82	-149.17	ak027	0.049436165	#C9ECF4
48.33	-121.72	wa087	0.049442445	#C9ECF4
34.76	-84.3	ga014	0.04945766	#C9ECF4
58.3	-134.38	ak130	0.049465884	#C9ECF4
42.98	-74.02	ny022	0.049467869	#C9ECF4
42.5	1.5	spai053	0.049511864	#C9ECF4
53.77	-127.28	cana388	0.049513232	#C9ECF4
-41.18	-70.75	arge081	0.04954286	#C9ECF4
60.12	-149.47	ak029	0.049550237	#C9ECF4
37.04	98.66	chin062	0.049573889	#C9ECF4
42.67	-87.9	wi006	0.049574041	#C9ECF4
46.3	7.57	swit188	0.049585025	#C9ECF4
-38.47	-71.33	chil025	0.049606611	#C9ECF4
31.17	-115.5	mexi001	0.049611733	#C9ECF4
63.83	-104	cana008	0.049624229	#C9ECF4
27.45	90.15	bt005	0.049631244	#C9ECF4
34.07	-110.62	az523	0.049634705	#C9ECF4
35.3	-120.27	ca614	0.049644502	#C9ECF4
47.15	-101.02	nd002	0.049652681	#C9ECF4
48.72	-120.65	wa128	0.049661424	#C9ECF4
66.22	71.67	russ101w	0.049693597	#C9ECF4
55.13	159.12	russ214	0.049709262	#C9ECF4
36.78	-103.93	nm578	0.049737148	#C9ECF4
42	-123.57	or081	0.049738147	#C9ECF4
30.83	77.43	indi011	0.049740413	#C9ECF4
56.05	-130.02	cana392	0.049776517	#C9ECF4
38.77	-121.1	ca620	0.049782199	#C9ECF4
-42.2	146.1	ausl030	0.049797972	#C9ECF4
49.7	-93.78	cana261	0.049847788	#C9ECF4
-41.12	-71.8	arge097	0.04985118	#C9ECF4
-37.57	-71.23	chil020	0.049866398	#C9ECF4
56.5	15	swed022w	0.049885531	#C9ECF4
36.28	-106.62	nm584	0.049926353	#C9ECF4
46.53	12.07	ital006	0.049941512	#C9ECF4
67.45	142.62	russ053w	0.050003966	#C9ECF4
40.25	-111.42	ut534	0.050009936	#C9ECF4
41.65	-88.58	il002	0.050012547	#C9ECF4
37.5	-95.97	ks011	0.050016402	#C9ECF4
61.85	28.9	finl040	0.050023556	#C9ECF4
42.55	-96.47	ia033	0.050030134	#C9ECF4
49.03	12.55	germ037	0.050047015	#C9ECF4
42.8	-0.7333	spai073	0.050061716	#C9ECF4
44.67	-121.83	or068	0.050107028	#C9ECF4
-43.08	171.7	newz025	0.050118635	#C9ECF4
36.78	-77.13	va025	0.050135842	#C9ECF4
49.23	19.03	pola036	0.050202064	#C9ECF4
31.12	77.17	indi012	0.050208798	#C9ECF4
56	-132	ak114	0.050224847	#C9ECF4
63.1	29.63	finl052	0.050228741	#C9ECF4
59.55	-136.46	cana363	0.050237496	#C9ECF4
44.12	10.7	ital009	0.050240207	#C9ECF4
32.22	-110.55	az524	0.050243208	#C9ECF4
37.01	-91.2	mo069	0.050252817	#C9ECF4
51.25	-117.52	cana223	0.050278199	#C9ECF4
-46.38	169.45	newz016	0.050280435	#C9ECF4
50.15	85.37	russ139w	0.050327294	#C9ECF4
39.45	-105.13	co540	0.050348871	#C9ECF4
47.88	-121.33	wa090	0.050349354	#C9ECF4
62.83	-141.33	ak012	0.050357215	#C9ECF4
-41.15	-71.8	arge107	0.050388234	#C9ECF4
36.75	98.22	chin063	0.050406602	#C9ECF4
48.23	-90.9	mn026	0.050420789	#C9ECF4
51.17	-115.55	cana022	0.050435406	#C9ECF4
37.55	-79.07	va027	0.050453612	#C9ECF4
40.45	-121.52	ca557	0.050454607	#C9ECF4
40.38	-0.67	spai005	0.050454934	#C9ECF4
58.97	-111.25	cana216	0.050464243	#C9ECF4
50.63	-117.37	cana403	0.050465535	#C9ECF4
68.48	16.03	norw001	0.050466362	#C9ECF4
40.8	-3.95	spai038	0.050467845	#C9ECF4
34.17	-116.73	ca553	0.050475819	#C9ECF4
45.47	-118.2	or031	0.050483455	#C9ECF4
66.08	77.68	russ122w	0.050487785	#C9ECF4
39.9	16.23	ital015	0.050515771	#C9ECF4
36.77	-118.35	ca531	0.050533751	#C9ECF4
37.1	-91.1	mo075	0.050568226	#C9ECF4
38.13	128.47	kore001	0.050570067	#C9ECF4
46.3	7.83	swit122	0.050583265	#C9ECF4
49.17	87.28	russ231	0.050617515	#C9ECF4
69.53	97.53	russ094w	0.050630452	#C9ECF4
61.83	23.48	finl013	0.050635418	#C9ECF4
54.33	-7.6	brit044	0.050640344	#C9ECF4
65.1	154.93	russ089w	0.050644968	#C9ECF4
-41.75	146.7	ausl007	0.05064533	#C9ECF4
50.2	-115.22	cana397	0.050652063	#C9ECF4
41.77	-75.83	pa	0.050662281	#C9ECF4
44.58	-109.08	wy005	0.050664	#C9ECF4
37.47	-106.3	co588	0.05068006	#C9ECF4
58.72	-94.07	cana158	0.050694161	#C9ECF4
50.23	-117.08	cana225	0.050714604	#C9ECF4
36.07	-92.25	ar063	0.050726487	#C9ECF4
46.12	7.18	swit131	0.050745061	#C9ECF4
47.78	7.75	germ056w	0.050754907	#C9ECF4
50.38	-93.88	cana256	0.050819589	#C9ECF4
46.87	-96.78	nd011	0.050822251	#C9ECF4
60.52	-145.47	ak21	0.050826928	#C9ECF4
35.53	74.5	paki026	0.050831252	#C9ECF4
52.7	23.65	pola008	0.050840081	#C9ECF4
50.92	6.42	germ196	0.050930121	#C9ECF4
47.27	7.93	swit210	0.050938311	#C9ECF4
37.55	-121.85	ca687	0.050965675	#C9ECF4
64.17	-149.3	ak124	0.050992522	#C9ECF4
42.97	-122.17	or042	0.050996019	#C9ECF4
45.72	-110.23	mt004	0.051054748	#C9ECF4
65.08	-162.18	ak068	0.051061785	#C9ECF4
41.1	-106.08	wy010	0.051064303	#C9ECF4
40.87	-2.13	spai008	0.05106865	#C9ECF4
28.03	85.07	nepa038	0.051070406	#C9ECF4
65.22	-162.25	ak060	0.051074825	#C9ECF4
46.62	9.2	swit193	0.051092892	#C9ECF4
-39.22	-71.17	arge018	0.051095311	#C9ECF4
60.08	-148.97	ak015	0.051102079	#C9ECF4
42.52	-116.8	id006	0.051108915	#C9ECF4
55.3	-6.23	brit027	0.051132127	#C9ECF4
48.7	-120.65	wa069	0.05116439	#C9ECF4
50.67	7.23	germ165	0.051165867	#C9ECF4
27.45	90.15	bt011	0.051168635	#C9ECF4
54.35	22.38	pola007	0.051188873	#C9ECF4
50.65	23.05	pola009	0.051204658	#C9ECF4
49.03	-114.03	mt126	0.051205682	#C9ECF4
33.97	-109.55	az554	0.051230832	#C9ECF4
-39.12	-71.12	arge079	0.051258457	#C9ECF4
48.48	-113.37	mt123	0.051274637	#C9ECF4
-38.98	-71.05	arge013	0.051283526	#C9ECF4
66.08	77.68	russ082w	0.05130643	#C9ECF4
33.45	-97.87	tx050	0.051317568	#C9ECF4
47.83	7.7	germ045w	0.051318286	#C9ECF4
42.8	81.72	chin010	0.051337779	#C9ECF4
35.78	-106.62	nm556	0.051343479	#C9ECF4
38.75	-119.67	ca091	0.051357532	#C9ECF4
45.35	22.77	roma010	0.051372864	#C9ECF4
43.7	-120.47	or093	0.051405253	#C9ECF4
-40.68	-71.53	arge137	0.051406067	#C9ECF4
62.48	-114.42	cana287	0.051408239	#C9ECF4
40.17	72.62	kyrg010	0.051414652	#C9ECF4
66.98	30.25	russ125w	0.051430136	#C9ECF4
-42.15	-71.55	arge030	0.051432018	#C9ECF4
55.25	109.5	russ170w	0.051434422	#C9ECF4
27.47	89.5	bt006	0.051436044	#C9ECF4
46.95	7.66	swit299	0.051436978	#C9ECF4
-43.08	170.97	newz055	0.05144593	#C9ECF4
46.12	7.18	swit159w	0.051476565	#C9ECF4
46.54	8.83	swit282	0.051513959	#C9ECF4
45.3	-111.33	mt111	0.051538113	#C9ECF4
66.37	29.3	finl046	0.051544039	#C9ECF4
48.17	99.87	mong015	0.051567385	#C9ECF4
41.02	-0.12	spai014	0.051591169	#C9ECF4
49.9	-114.2	cana332	0.051619537	#C9ECF4
43.43	-73.92	ny036	0.051621592	#C9ECF4
34.92	32.9	cypr017	0.051622827	#C9ECF4
40.32	-105.55	co572	0.051636063	#C9ECF4
60.5	-149.5	ak008	0.051641469	#C9ECF4
57.95	-93.22	cana278	0.051642569	#C9ECF4
30.33	-108.5	mexi018	0.051645925	#C9ECF4
43.83	-121.67	or072	0.051681785	#C9ECF4
33.85	-109.02	nm007	0.051682793	#C9ECF4
37.82	-106.38	co636	0.051724816	#C9ECF4
35.88	-106.67	nm587	0.051746069	#C9ECF4
16.9	101.88	th003	0.05178462	#C9ECF4
48.73	-121.05	wa025	0.05179212	#C9ECF4
44.08	7.47	fran044	0.051806525	#C9ECF4
47.17	7.33	swit153w	0.051807725	#C9ECF4
33.22	-108.27	nm567	0.051809659	#C9ECF4
51.17	-118.13	cana224	0.051816011	#C9ECF4
68.63	-143.72	ak033	0.051833722	#C9ECF4
27.43	86.28	nepa009	0.051837506	#C9ECF4
43.7	10.3	ital034	0.051849986	#C9ECF4
34.98	32.68	cypr006	0.051854013	#C9ECF4
51.4	-116.25	cana440	0.05186507	#C9ECF4
47.78	7.75	germ055w	0.051886554	#C9ECF4
37.2	-108.5	co647	0.051931635	#C9ECF4
27.43	86.2	nepa017	0.051944705	#C9ECF4
47.45	25.47	roma003	0.051955356	#C9ECF4
41.77	-74.18	ny003	0.051956947	#C9ECF4
37.25	-91.27	mo044	0.051975318	#C9ECF4
70.52	89.5	russ029w	0.051980976	#C9ECF4
52.88	-118.12	cana429	0.051986183	#C9ECF4
27.47	89.52	bt007	0.05201012	#C9ECF4
50.67	6.27	germ179	0.052026327	#C9ECF4
50	-114.2	cana334	0.052043987	#C9ECF4
46.2	7.15	swit309	0.052045847	#C9ECF4
61.92	26.02	finl057	0.052084516	#C9ECF4
61.5	-140.72	cana009	0.052110993	#C9ECF4
37.4	30.63	turk015	0.052125062	#C9ECF4
-39.22	-71.17	arge019	0.052149007	#C9ECF4
35.92	-106.67	nm585	0.052153268	#C9ECF4
50.53	-120.58	cana239	0.052155261	#C9ECF4
35	32.62	cypr011w	0.052180613	#C9ECF4
39.5	-104.22	co564	0.05219081	#C9ECF4
46.53	12.07	ital007	0.05219436	#C9ECF4
35.5	-111.67	az510	0.052248198	#C9ECF4
44.34	-74.74	ny043	0.052260777	#C9ECF4
51.48	-116.48	cana457	0.052261951	#C9ECF4
48	-123.42	wa124	0.05226561	#C9ECF4
58.95	15.03	swed307	0.052292662	#C9ECF4
59.53	-139.56	ak139	0.052298157	#C9ECF4
44.1	-71.38	nh001	0.052319404	#C9ECF4
35.43	-108.53	nm031	0.052333161	#C9ECF4
47.03	9.07	swit189	0.052349399	#C9ECF4
37.87	-119.37	ca643	0.052375667	#C9ECF4
47.27	100.03	mong010	0.05238514	#C9ECF4
-40.7	-71.15	arge068	0.052389243	#C9ECF4
48.48	-120.73	wa022	0.052389702	#C9ECF4
-36.2	175.13	newz086	0.05244943	#C9ECF4
49.53	-123.03	cana110	0.052451556	#C9ECF4
44.33	-103.68	sd013	0.052471442	#C9ECF4
44.42	-68.28	me034	0.052475337	#C9ECF4
49.15	20.02	svk003	0.052478024	#C9ECF4
47.22	-95.22	mn017	0.052478484	#C9ECF4
49.9	-114.4	cana343	0.052487665	#C9ECF4
34.46	110.08	chin058	0.052502966	#C9ECF4
39.67	-107.88	co621	0.052529574	#C9ECF4
33.38	-108.23	nm565	0.05253409	#C9ECF4
-42.38	171.8	newz005	0.05256158	#C9ECF4
48.22	-90.9	mn002	0.052575923	#C9ECF4
36.62	-105.98	nm582	0.052580222	#C9ECF4
34.65	-112.53	az036	0.052580471	#C9ECF4
69.77	112.82	russ065w	0.052595477	#C9ECF4
44.45	-72.85	vt005	0.052604449	#C9ECF4
46.23	-69	me021	0.052624718	#C9ECF4
43.85	93.3	chin029	0.052649006	#C9ECF4
48.93	-91.78	cana267	0.052653401	#C9ECF4
68.8	15.73	norw010	0.05266549	#C9ECF4
47	7.57	swit178w	0.052672342	#C9ECF4
50.5667	6.35	germ184	0.052699385	#C9ECF4
48.5	88.5	mong024	0.052704172	#C9ECF4
-40.12	-71.43	arge069	0.052706379	#C9ECF4
65.18	-162.22	ak070	0.052731334	#C9ECF4
16.4	-92.05	mexi042	0.052734844	#C9ECF4
40.78	-110	ut013	0.052767762	#C9ECF4
67.5	24.15	finl071	0.052789902	#C9ECF4
67.15	-149.13	ak051	0.052793445	#C9ECF4
31.22	-84.48	ga005	0.052803899	#C9ECF4
35.08	74.33	indi003	0.052813397	#C9ECF4
45.23	-68.62	me029	0.052824091	#C9ECF4
59.92	-136.83	cana084	0.052843664	#C9ECF4
66.22	56.33	russ046w	0.052870085	#C9ECF4
43.7	-121.62	or048	0.052877282	#C9ECF4
36.57	-118.75	ca584	0.052903149	#C9ECF4
39.92	71.47	kyrg009	0.052905022	#C9ECF4
49.44	-117.13	cana424	0.052957944	#C9ECF4
55.28	-67.12	cana064	0.052976843	#C9ECF4
40.7	20.13	alb003	0.052982149	#C9ECF4
56.07	21.15	lith010	0.052986324	#C9ECF4
49.72	-97.17	cana182	0.052986672	#C9ECF4
49.68	-94.87	cana253	0.053002805	#C9ECF4
40.7853	-4.0392	spai071	0.053013994	#C9ECF4
48.7	88.8	mong025	0.053021158	#C9ECF4
-40.7	-71.13	arge086	0.053053758	#C9ECF4
41.7167	43.4833	geor002	0.053061437	#C9ECF4
34.38	-110.42	az522	0.053083492	#C9ECF4
59.56	-139.35	ak138	0.053083568	#C9ECF4
46.72	-80.2	cana128	0.053088279	#C9ECF4
61.93	28.98	finl043	0.05308923	#C9ECF4
-43.15	146.6	ausl034	0.053093557	#C9ECF4
43.22	145.47	japa015	0.05313569	#C9ECF4
30.33	130.45	japa018	0.05316558	#C9ECF4
55.73	-76.15	cana071	0.053171755	#C9ECF4
58.67	-93.48	cana060	0.053283753	#C9ECF4
34.33	-85.25	ga016	0.053287343	#C9ECF4
34.03	-108.75	nm011	0.05330507	#C9ECF4
39.98	-81	oh006	0.053333067	#C9ECF4
32.95	-108.02	nm568	0.053355454	#C9ECF4
52.82	-1.22	brit011	0.053377363	#C9ECF4
64.92	-163.67	ak038	0.053398769	#C9ECF4
36.95	-118.92	ca640	0.053420686	#C9ECF4
56.65	-103.2	cana207	0.053426964	#C9ECF4
59.2	18.7	swed311	0.053427732	#C9ECF4
43.7	-110.52	wy006	0.053456594	#C9ECF4
16.6	-96.9	mexi038	0.053476179	#C9ECF4
34.32	-78.22	nc008	0.053476236	#C9ECF4
51.87	15.57	pola018	0.053495017	#C9ECF4
68.45	28.07	finl059	0.053499806	#C9ECF4
35.83	-94	ar072	0.053503387	#C9ECF4
50.67	7.23	germ166	0.053518709	#C9ECF4
-54.52	-66.17	arge059	0.053528387	#C9ECF4
36.77	-103.95	nm575	0.053586353	#C9ECF4
40.43	-4.93	spai018	0.053588725	#C9ECF4
46.83	-121.75	wa110	0.053596222	#C9ECF4
58.62	-135.87	ak128	0.053601908	#C9ECF4
40.3	-1.33	spai022	0.053612063	#C9ECF4
34.48	110.08	chin004	0.053641149	#C9ECF4
46.63	9.78	swit185	0.053645647	#C9ECF4
54.68	23.5	lith017	0.05367079	#C9ECF4
29.02	-82.72	fl007	0.053678053	#C9ECF4
48.98	-118.05	wa001	0.053678233	#C9ECF4
47.8	7.75	germ047w	0.053683871	#C9ECF4
-36.88	174.53	newz082	0.053734957	#C9ECF4
43.08	-121.95	or054	0.053737686	#C9ECF4
-35.27	173.73	newz079	0.053747677	#C9ECF4
34.1	-116.97	ca552	0.053747902	#C9ECF4
48.27	88.87	mong020	0.05374795	#C9ECF4
41.15	-106.78	wy031	0.053765852	#C9ECF4
42	-93.88	ia023	0.053773168	#C9ECF4
41	29	turk007	0.053803092	#C9ECF4
29.43	-96.01	tx054	0.053820935	#C9ECF4
47.48	-123.58	wa058	0.053826154	#C9ECF4
39.97	-89.85	il010	0.053827612	#C9ECF4
34.1	-117.02	ca542	0.053873892	#C9ECF4
53.5	-96.38	cana039	0.053916185	#C9ECF4
35.03	-83.26	nc023	0.053929624	#C9ECF4
54.15	-70.29	cana463	0.053944667	#C9ECF4
43.32	5.73	fran6	0.053946568	#C9ECF4
61.68	-120.72	cana057	0.053963318	#C9ECF4
41.37	-106.23	wy030	0.053969549	#C9ECF4
43.7	-73.64	ny020	0.054005468	#C9ECF4
11.97	108.45	viet001	0.054008426	#C9ECF4
41.4	-106.28	wy020	0.054011231	#C9ECF4
59.75	-112.2	cana132	0.054022525	#C9ECF4
-41.17	-71.93	arge039	0.05402741	#C9ECF4
35.6	36.22	syri001	0.05407929	#C9ECF4
40.72	-91.97	ia003	0.054105575	#C9ECF4
37.83	-119.22	ca606	0.054108456	#C9ECF4
65.08	-162.18	ak061	0.054111053	#C9ECF4
63.27	-147.92	ak039	0.054113407	#C9ECF4
46.33	7.63	swit116	0.054129112	#C9ECF4
58.38	-134.43	ak131	0.054133181	#C9ECF4
47.25	7.53	swit129	0.054158023	#C9ECF4
47.78	15.3	aust006	0.054203499	#C9ECF4
28.3	-82.08	fl009	0.054203645	#C9ECF4
54.7	-127.47	cana370	0.054205904	#C9ECF4
42.77	0.62	fran020	0.054224056	#C9ECF4
36.67	-81.67	va012	0.054244381	#C9ECF4
47.05	8.72	swit203	0.054245974	#C9ECF4
37.55	-121.85	ca686	0.054303957	#C9ECF4
42.73	25.33	bulg002w	0.054325541	#C9ECF4
48.83	111.67	mong022	0.054334092	#C9ECF4
55.48	-133.13	ak19	0.054338704	#C9ECF4
38.8	-106.23	co617	0.05437342	#C9ECF4
27.48	91.18	bt015	0.054378962	#C9ECF4
37.62	-110.02	ut023	0.054383691	#C9ECF4
37.63	-121.77	ca634	0.054388322	#C9ECF4
49	-114.03	cana420	0.054415181	#C9ECF4
-53.5	-71.17	arge052	0.054427041	#C9ECF4
-41.27	-71.63	arge095	0.054470433	#C9ECF4
46.95	25.95	roma008	0.054484645	#C9ECF4
45.3	-111.32	mt113	0.054489415	#C9ECF4
37.95	-2.93	spai025	0.054501281	#C9ECF4
42.47	2.4	fran025	0.054505758	#C9ECF4
65	-127.83	cana156	0.054557911	#C9ECF4
39.72	-106.98	co583	0.054559604	#C9ECF4
39.72	-106.98	co649	0.054559604	#C9ECF4
32.5	-91.88	mo039	0.054571833	#C9ECF4
45.3	23.07	roma007	0.054600869	#C9ECF4
50.75	15.55	czec002	0.054603389	#C9ECF4
46.03	-89.67	wi002	0.054607225	#C9ECF4
44.3	17.58	yugo003	0.054607816	#C9ECF4
46.15	8.99	swit224	0.054625347	#C9ECF4
34.46	-84.31	ga013	0.054665843	#C9ECF4
59	-112	cana212	0.054666724	#C9ECF4
